Age,Education_Years,Gender,Hours_worked_Perweek,Income
32,10, Male,40, >50K
31,9, Female,40, <=50K
29,11, Male,40, <=50K
46,10, Male,40, <=50K
32,16, Male,77, <=50K
61,9, Female,24, <=50K
43,7, Male,55, <=50K
35,9, Female,40, <=50K
39,13, Male,40, <=50K
18,7, Male,35, <=50K
42,10, Male,60, <=50K
23,13, Female,40, <=50K
32,13, Male,45, <=50K
52,9, Male,85, >50K
36,12, Male,40, >50K
38,10, Male,50, >50K
50,9, Female,72, >50K
23,12, Male,40, <=50K
71,15, Male,12, >50K
27,9, Female,30, <=50K
56,9, Male,60, <=50K
28,10, Male,40, <=50K
45,9, Male,40, <=50K
28,9, Female,40, <=50K
28,10, Male,40, <=50K
18,10, Female,15, <=50K
62,4, Male,40, <=50K
35,8, Female,40, <=50K
39,6, Male,60, <=50K
24,10, Male,20, <=50K
58,5, Male,40, <=50K
48,9, Male,40, <=50K
57,13, Male,50, >50K
31,13, Male,60, <=50K
25,9, Male,40, <=50K
34,13, Female,36, >50K
29,4, Male,72, <=50K
38,12, Female,40, <=50K
21,10, Female,40, <=50K
34,9, Male,70, <=50K
50,13, Female,32, <=50K
50,9, Female,40, <=50K
49,11, Female,45, <=50K
30,13, Male,70, <=50K
29,14, Male,20, <=50K
22,10, Male,20, <=50K
42,9, Male,50, <=50K
19,10, Male,40, <=50K
31,10, Female,48, <=50K
42,13, Male,21, <=50K
20,10, Male,20, <=50K
51,9, Male,40, <=50K
50,6, Male,40, >50K
27,5, Male,40, <=50K
26,7, Male,40, <=50K
61,9, Male,40, >50K
20,10, Male,40, <=50K
51,10, Male,40, >50K
52,9, Male,40, <=50K
33,9, Male,38, <=50K
31,13, Male,60, <=50K
24,10, Female,40, <=50K
56,13, Male,40, <=50K
19,10, Male,40, <=50K
29,7, Male,50, <=50K
18,9, Female,30, <=50K
43,10, Male,50, <=50K
43,16, Male,64, >50K
21,9, Male,40, <=50K
51,9, Female,40, <=50K
20,7, Female,39, <=50K
41,10, Male,65, >50K
45,10, Male,40, >50K
20,9, Female,30, <=50K
28,13, Female,60, >50K
50,14, Female,40, >50K
47,13, Male,40, <=50K
80,4, Male,35, <=50K
47,9, Female,35, <=50K
19,10, Male,84, <=50K
45,9, Male,50, <=50K
17,7, Male,12, <=50K
37,9, Male,50, <=50K
27,10, Female,40, <=50K
17,8, Male,16, <=50K
18,9, Male,40, <=50K
57,9, Male,40, <=50K
26,9, Female,40, <=50K
26,14, Female,40, <=50K
36,13, Male,45, >50K
51,9, Male,80, >50K
38,10, Male,40, <=50K
77,3, Male,20, <=50K
51,9, Male,40, >50K
24,7, Male,40, <=50K
35,9, Male,65, <=50K
35,6, Male,99, <=50K
51,13, Male,40, >50K
28,13, Male,40, >50K
37,9, Male,40, <=50K
43,9, Male,40, <=50K
23,9, Male,30, <=50K
42,13, Female,40, <=50K
58,10, Female,40, >50K
52,9, Female,20, <=50K
29,9, Female,50, <=50K
27,10, Male,60, <=50K
28,10, Female,40, <=50K
59,12, Male,20, >50K
28,9, Male,40, <=50K
24,10, Male,40, <=50K
20,6, Male,40, <=50K
54,13, Male,40, >50K
65,9, Male,25, <=50K
18,10, Male,30, <=50K
38,10, Male,40, >50K
29,9, Male,40, <=50K
27,9, Female,40, <=50K
36,14, Male,40, <=50K
55,9, Male,40, <=50K
22,3, Male,30, <=50K
28,13, Female,40, <=50K
20,10, Female,30, <=50K
24,13, Male,40, <=50K
36,14, Male,50, >50K
68,9, Male,40, <=50K
49,9, Male,50, >50K
18,4, Male,40, <=50K
50,16, Female,60, >50K
37,8, Female,40, <=50K
60,14, Male,50, >50K
43,10, Male,40, <=50K
43,16, Female,70, >50K
17,7, Female,9, <=50K
43,10, Female,50, <=50K
39,10, Male,26, <=50K
21,10, Female,15, <=50K
42,16, Male,7, <=50K
48,10, Male,60, >50K
56,13, Male,45, >50K
21,12, Female,30, <=50K
28,12, Male,40, >50K
39,9, Male,40, >50K
40,4, Male,40, <=50K
38,12, Male,40, <=50K
59,10, Male,36, >50K
51,9, Male,40, <=50K
19,9, Male,16, <=50K
23,9, Female,40, <=50K
31,13, Female,40, <=50K
42,12, Male,40, <=50K
43,9, Male,40, >50K
45,10, Male,55, >50K
34,10, Male,35, <=50K
21,9, Male,30, <=50K
34,10, Male,40, >50K
55,10, Male,40, >50K
30,11, Female,40, <=50K
29,9, Male,48, <=50K
19,10, Female,20, <=50K
45,13, Male,35, <=50K
42,13, Male,72, >50K
32,13, Female,40, <=50K
90,10, Male,40, <=50K
44,13, Male,44, >50K
34,9, Male,40, >50K
35,8, Female,30, <=50K
39,10, Male,25, <=50K
29,13, Male,40, <=50K
24,9, Female,32, <=50K
49,10, Male,17, <=50K
52,10, Male,40, >50K
54,13, Male,60, >50K
31,5, Male,40, <=50K
44,10, Female,50, <=50K
18,10, Female,30, <=50K
27,9, Male,40, <=50K
24,9, Male,40, <=50K
30,9, Male,60, <=50K
27,10, Female,40, <=50K
34,13, Male,20, <=50K
25,10, Female,19, <=50K
39,9, Female,40, <=50K
28,10, Male,40, >50K
51,9, Male,70, <=50K
21,9, Female,35, <=50K
33,10, Male,26, <=50K
27,11, Female,38, <=50K
29,9, Male,40, <=50K
33,6, Male,40, <=50K
37,9, Male,50, >50K
20,9, Male,40, <=50K
24,13, Female,40, <=50K
29,9, Female,35, <=50K
31,13, Male,45, >50K
41,10, Male,40, <=50K
42,10, Male,40, <=50K
20,10, Female,30, <=50K
54,5, Male,40, <=50K
55,13, Female,55, <=50K
21,9, Male,32, <=50K
52,11, Male,45, >50K
19,9, Male,40, <=50K
33,11, Male,40, <=50K
22,9, Female,35, <=50K
59,9, Female,38, <=50K
17,6, Male,40, <=50K
31,8, Male,32, <=50K
74,9, Male,40, >50K
45,6, Female,40, <=50K
36,9, Female,40, <=50K
35,10, Male,60, <=50K
45,10, Male,40, <=50K
42,9, Male,85, <=50K
50,14, Female,40, <=50K
39,9, Female,40, <=50K
44,10, Male,45, <=50K
52,2, Male,56, >50K
24,13, Male,43, <=50K
56,5, Male,99, <=50K
27,9, Male,50, >50K
47,13, Male,45, >50K
40,15, Male,60, >50K
38,9, Male,40, <=50K
27,11, Female,40, <=50K
52,9, Female,38, <=50K
22,9, Male,40, <=50K
41,10, Male,40, <=50K
30,9, Female,20, <=50K
55,13, Male,35, <=50K
25,10, Male,40, <=50K
32,13, Male,40, <=50K
28,10, Female,60, <=50K
33,9, Male,50, <=50K
17,9, Male,40, <=50K
27,9, Male,40, <=50K
55,11, Male,20, <=50K
63,10, Male,18, >50K
39,9, Female,40, <=50K
51,16, Male,52, >50K
67,4, Male,40, <=50K
41,13, Male,72, <=50K
27,9, Female,26, <=50K
54,14, Male,45, >50K
59,6, Male,40, >50K
18,9, Female,25, <=50K
19,9, Male,20, <=50K
31,9, Male,50, <=50K
17,7, Female,7, <=50K
42,9, Male,40, >50K
37,10, Female,30, <=50K
51,9, Male,40, <=50K
48,9, Female,40, <=50K
23,9, Male,40, <=50K
27,11, Male,45, <=50K
25,9, Male,40, <=50K
69,12, Female,6, <=50K
30,13, Male,44, <=50K
33,9, Male,35, <=50K
28,9, Male,48, <=50K
45,3, Male,40, <=50K
25,10, Male,15, <=50K
37,11, Male,45, >50K
59,1, Male,40, <=50K
26,9, Female,30, <=50K
48,10, Female,25, <=50K
64,9, Male,40, <=50K
39,13, Male,50, <=50K
24,13, Male,40, <=50K
40,14, Female,35, <=50K
46,14, Male,70, >50K
35,10, Male,40, >50K
43,9, Female,40, >50K
31,9, Male,40, <=50K
22,10, Female,25, <=50K
35,10, Male,30, <=50K
35,9, Male,50, <=50K
35,10, Female,40, <=50K
40,15, Male,40, >50K
50,14, Female,40, <=50K
48,15, Male,63, >50K
70,14, Male,8, <=50K
46,9, Female,40, <=50K
36,9, Female,38, <=50K
37,13, Male,36, >50K
24,5, Male,45, <=50K
47,13, Female,70, <=50K
35,9, Male,50, <=50K
43,13, Male,40, <=50K
18,7, Male,20, <=50K
54,9, Male,50, <=50K
62,9, Female,38, <=50K
36,13, Male,48, >50K
27,5, Male,40, <=50K
23,10, Male,14, <=50K
61,13, Male,15, >50K
39,13, Male,60, <=50K
33,3, Male,50, >50K
28,2, Female,40, <=50K
22,9, Male,20, <=50K
31,11, Male,60, >50K
26,13, Male,30, <=50K
44,13, Male,50, >50K
73,13, Male,30, <=50K
44,13, Female,35, <=50K
35,11, Male,45, <=50K
33,13, Female,40, <=50K
27,13, Female,40, <=50K
47,13, Male,50, >50K
29,9, Male,45, >50K
33,10, Female,26, <=50K
50,10, Female,15, <=50K
32,9, Male,40, <=50K
41,14, Male,40, <=50K
19,10, Female,35, <=50K
45,9, Male,60, >50K
65,9, Female,36, <=50K
42,10, Female,40, <=50K
33,13, Male,25, >50K
32,13, Male,60, >50K
42,10, Male,40, >50K
49,10, Female,45, >50K
38,9, Male,45, <=50K
38,10, Male,50, <=50K
37,10, Male,52, <=50K
24,10, Male,30, <=50K
27,10, Male,50, <=50K
25,5, Female,40, <=50K
29,9, Male,50, <=50K
46,9, Male,70, <=50K
44,9, Male,96, <=50K
26,13, Female,40, <=50K
46,12, Male,49, >50K
38,10, Male,40, <=50K
38,10, Male,40, <=50K
22,13, Male,20, <=50K
33,10, Male,40, <=50K
50,12, Male,40, <=50K
31,9, Male,41, >50K
26,10, Female,4, <=50K
42,10, Male,38, <=50K
27,9, Male,40, <=50K
34,14, Male,45, >50K
64,9, Male,40, <=50K
43,10, Male,40, <=50K
39,9, Male,40, <=50K
47,15, Male,40, >50K
56,14, Male,66, <=50K
25,14, Male,20, <=50K
60,13, Female,35, <=50K
52,9, Male,44, <=50K
43,9, Male,16, <=50K
46,13, Female,40, <=50K
19,10, Female,30, <=50K
56,4, Female,20, <=50K
22,13, Male,40, <=50K
28,7, Male,40, <=50K
39,3, Female,30, <=50K
28,10, Male,40, <=50K
31,13, Male,50, >50K
22,9, Female,35, <=50K
39,9, Male,40, >50K
39,13, Male,40, >50K
28,7, Male,40, <=50K
67,9, Male,11, <=50K
31,9, Female,35, <=50K
50,13, Male,40, <=50K
34,9, Male,46, <=50K
48,9, Female,40, >50K
51,13, Female,40, <=50K
54,9, Male,40, <=50K
44,11, Male,40, <=50K
20,10, Female,20, <=50K
37,9, Male,40, <=50K
38,10, Male,40, <=50K
59,12, Male,40, <=50K
59,13, Male,50, <=50K
51,10, Male,48, >50K
60,13, Male,40, <=50K
29,10, Male,40, <=50K
37,10, Female,40, <=50K
42,6, Male,35, <=50K
28,13, Male,50, >50K
34,9, Female,40, <=50K
50,13, Male,40, >50K
22,9, Male,24, <=50K
27,9, Female,52, <=50K
45,15, Female,43, <=50K
39,9, Female,38, <=50K
25,13, Female,35, <=50K
63,9, Male,15, <=50K
24,13, Male,40, >50K
18,9, Female,30, <=50K
19,9, Male,40, <=50K
23,8, Male,38, <=50K
20,3, Male,40, <=50K
17,6, Female,24, <=50K
63,13, Male,40, >50K
28,13, Male,65, >50K
51,13, Male,50, >50K
29,13, Female,45, <=50K
64,10, Female,12, <=50K
17,6, Male,25, <=50K
45,10, Female,35, <=50K
18,8, Male,20, <=50K
31,9, Female,40, <=50K
48,13, Male,50, >50K
41,10, Female,45, <=50K
65,15, Male,60, >50K
27,11, Male,40, <=50K
39,11, Male,40, <=50K
51,10, Male,8, >50K
49,14, Male,45, >50K
58,9, Male,40, <=50K
36,13, Male,45, >50K
25,9, Female,40, <=50K
41,10, Female,37, <=50K
31,5, Female,40, <=50K
63,7, Male,37, >50K
50,13, Female,40, <=50K
63,10, Male,40, <=50K
44,14, Male,99, <=50K
48,9, Male,65, <=50K
51,10, Male,50, <=50K
18,9, Female,15, <=50K
23,10, Male,25, <=50K
31,9, Male,40, <=50K
38,9, Male,40, <=50K
19,10, Male,20, <=50K
56,10, Male,60, >50K
31,4, Male,20, <=50K
46,10, Male,40, <=50K
39,14, Male,50, >50K
56,9, Male,40, <=50K
31,9, Female,40, <=50K
42,13, Male,40, >50K
53,9, Male,35, >50K
18,7, Female,15, <=50K
18,7, Male,48, <=50K
20,10, Female,35, <=50K
27,9, Male,45, >50K
31,13, Male,40, <=50K
52,14, Male,40, <=50K
46,9, Male,40, <=50K
30,10, Male,24, <=50K
26,13, Female,40, <=50K
48,14, Male,50, >50K
37,10, Male,40, >50K
29,5, Male,40, <=50K
49,9, Male,55, >50K
24,9, Male,40, <=50K
74,9, Male,20, <=50K
56,3, Male,67, >50K
39,13, Male,40, <=50K
21,9, Male,40, <=50K
29,13, Female,45, >50K
43,9, Male,45, <=50K
23,13, Female,40, <=50K
26,9, Female,50, <=50K
47,9, Male,60, <=50K
27,9, Male,55, <=50K
45,9, Male,45, >50K
30,9, Male,70, <=50K
35,10, Female,20, >50K
33,9, Male,40, <=50K
37,9, Male,40, >50K
21,9, Male,20, <=50K
42,9, Male,40, <=50K
48,9, Male,36, <=50K
46,9, Female,48, <=50K
36,3, Female,40, <=50K
54,9, Male,40, <=50K
25,9, Female,40, <=50K
26,9, Female,25, <=50K
36,9, Male,57, <=50K
56,13, Male,20, <=50K
37,9, Male,40, <=50K
26,13, Female,40, >50K
23,13, Female,25, <=50K
23,13, Female,40, <=50K
41,13, Male,40, <=50K
55,13, Male,50, >50K
39,13, Male,40, >50K
67,12, Male,35, <=50K
60,9, Female,50, <=50K
54,9, Female,40, <=50K
38,14, Male,40, >50K
47,10, Male,40, >50K
49,13, Male,42, >50K
19,9, Female,24, <=50K
20,10, Male,40, <=50K
66,9, Female,35, <=50K
22,10, Female,25, <=50K
51,14, Male,42, >50K
19,10, Male,40, <=50K
36,10, Female,40, <=50K
33,9, Male,60, >50K
41,13, Male,56, <=50K
90,9, Male,50, >50K
78,4, Male,60, <=50K
36,9, Female,40, <=50K
30,15, Male,55, <=50K
35,10, Male,40, <=50K
46,14, Male,45, >50K
38,9, Male,40, <=50K
24,13, Male,40, <=50K
40,13, Female,40, <=50K
49,4, Male,40, <=50K
19,9, Male,30, <=50K
77,10, Female,20, <=50K
46,9, Male,56, >50K
41,10, Male,40, <=50K
28,2, Male,77, <=50K
21,9, Male,40, <=50K
24,8, Male,40, <=50K
36,9, Male,45, <=50K
23,10, Male,25, <=50K
38,9, Male,40, <=50K
29,9, Male,40, <=50K
38,10, Male,50, >50K
47,13, Male,40, >50K
39,14, Female,40, <=50K
40,13, Male,48, <=50K
21,10, Male,40, <=50K
32,9, Female,40, <=50K
23,9, Male,40, <=50K
44,9, Male,40, <=50K
37,10, Male,40, <=50K
70,13, Female,20, <=50K
51,14, Male,40, >50K
66,5, Female,30, <=50K
57,10, Male,40, <=50K
36,10, Male,40, >50K
48,13, Male,60, >50K
24,9, Male,40, <=50K
51,14, Female,40, >50K
43,13, Male,50, >50K
27,9, Male,60, <=50K
32,13, Female,40, <=50K
20,10, Female,35, <=50K
33,10, Female,40, <=50K
19,10, Male,40, <=50K
32,10, Male,60, >50K
35,15, Male,40, >50K
26,9, Male,60, <=50K
39,9, Female,60, <=50K
24,13, Female,75, <=50K
45,10, Male,40, >50K
20,10, Male,40, <=50K
49,13, Female,45, <=50K
35,14, Female,40, <=50K
30,9, Female,40, <=50K
23,10, Female,25, <=50K
33,13, Male,45, <=50K
35,9, Male,50, <=50K
31,14, Male,50, <=50K
20,7, Male,25, <=50K
44,9, Male,40, <=50K
33,9, Male,40, <=50K
50,10, Male,40, <=50K
25,9, Female,40, <=50K
28,9, Male,40, <=50K
60,13, Male,40, >50K
38,11, Male,40, <=50K
38,10, Male,40, <=50K
57,13, Male,40, <=50K
50,9, Male,40, >50K
39,7, Female,40, <=50K
69,9, Male,6, <=50K
51,11, Male,39, >50K
42,9, Male,40, <=50K
53,13, Male,50, >50K
37,13, Male,40, <=50K
37,6, Male,40, <=50K
38,9, Male,50, >50K
20,10, Female,24, <=50K
38,10, Female,38, <=50K
52,11, Male,48, >50K
48,11, Male,50, >50K
30,11, Male,40, >50K
37,9, Male,65, >50K
47,9, Male,45, <=50K
33,13, Female,60, <=50K
33,9, Female,35, <=50K
20,10, Male,15, <=50K
41,13, Male,40, <=50K
32,10, Male,45, >50K
54,9, Male,50, <=50K
36,13, Female,40, <=50K
46,13, Female,40, <=50K
45,13, Male,40, >50K
18,10, Female,16, <=50K
62,10, Male,60, <=50K
33,9, Male,40, <=50K
42,9, Male,40, <=50K
18,10, Female,40, <=50K
32,11, Female,40, <=50K
43,4, Male,40, <=50K
20,9, Female,25, <=50K
50,13, Male,45, <=50K
42,16, Male,43, >50K
36,9, Male,40, <=50K
22,9, Male,40, <=50K
30,9, Male,40, <=50K
33,9, Male,40, <=50K
43,12, Male,43, <=50K
38,10, Male,40, <=50K
34,13, Male,14, <=50K
40,10, Female,45, <=50K
40,9, Male,40, <=50K
41,15, Male,50, >50K
57,10, Male,50, >50K
65,14, Male,4, <=50K
52,10, Male,50, <=50K
59,15, Male,40, >50K
18,9, Male,25, <=50K
48,12, Male,45, <=50K
45,3, Male,40, <=50K
24,9, Male,40, <=50K
27,12, Male,40, <=50K
40,14, Male,50, >50K
44,13, Male,40, <=50K
24,9, Male,50, <=50K
71,15, Male,16, <=50K
17,8, Male,40, <=50K
57,10, Male,40, <=50K
71,13, Male,30, >50K
37,16, Male,40, <=50K
33,9, Male,40, <=50K
41,9, Male,40, <=50K
25,13, Female,40, <=50K
42,9, Male,15, <=50K
18,7, Female,50, <=50K
34,9, Male,40, <=50K
57,6, Female,40, <=50K
27,13, Female,45, <=50K
46,13, Female,8, <=50K
64,7, Female,35, <=50K
24,13, Male,20, <=50K
23,13, Male,30, <=50K
33,10, Male,40, <=50K
58,11, Male,56, <=50K
25,5, Male,40, <=50K
44,14, Female,55, <=50K
53,9, Male,40, >50K
38,9, Female,35, >50K
36,13, Female,45, >50K
25,9, Male,40, <=50K
54,13, Female,40, <=50K
31,8, Male,40, <=50K
18,9, Male,40, <=50K
40,9, Male,40, <=50K
26,10, Female,40, <=50K
68,16, Male,50, >50K
33,13, Male,50, <=50K
22,12, Male,55, <=50K
50,10, Male,40, <=50K
24,13, Male,30, <=50K
44,9, Female,40, <=50K
37,9, Male,40, <=50K
34,13, Male,40, <=50K
45,10, Female,45, >50K
77,14, Male,8, >50K
25,6, Female,35, <=50K
20,10, Female,40, <=50K
46,9, Male,40, <=50K
26,12, Male,40, <=50K
45,2, Female,25, <=50K
70,9, Female,4, <=50K
57,9, Male,40, >50K
28,11, Male,40, <=50K
35,12, Female,16, <=50K
36,10, Male,45, >50K
32,9, Female,40, <=50K
29,13, Male,50, >50K
36,13, Male,45, <=50K
19,9, Male,30, <=50K
27,13, Female,20, <=50K
48,14, Male,55, >50K
49,13, Male,50, <=50K
55,14, Male,20, >50K
61,9, Female,82, <=50K
42,10, Male,40, >50K
42,12, Female,40, <=50K
30,11, Male,40, <=50K
32,9, Male,40, <=50K
37,10, Male,40, >50K
35,10, Male,45, <=50K
30,11, Female,40, <=50K
30,15, Male,20, >50K
55,10, Male,70, >50K
36,10, Male,40, <=50K
33,9, Male,48, <=50K
56,13, Male,40, >50K
26,11, Male,40, <=50K
37,9, Male,40, <=50K
28,9, Male,60, <=50K
38,9, Male,50, <=50K
76,9, Male,20, <=50K
35,10, Female,40, <=50K
48,10, Female,43, <=50K
35,12, Male,40, <=50K
39,13, Male,40, <=50K
64,9, Male,40, <=50K
22,9, Female,40, <=50K
45,13, Male,40, >50K
27,3, Male,40, <=50K
43,9, Female,50, >50K
23,10, Female,37, <=50K
25,6, Male,40, <=50K
39,14, Male,50, >50K
63,9, Female,35, <=50K
37,15, Male,40, >50K
26,9, Male,40, <=50K
33,13, Male,40, <=50K
45,13, Female,70, <=50K
28,10, Female,40, <=50K
20,10, Female,20, <=50K
34,9, Female,20, <=50K
34,10, Male,40, <=50K
41,9, Male,40, >50K
38,10, Male,50, >50K
36,13, Male,40, >50K
38,10, Male,40, <=50K
46,13, Male,72, >50K
43,13, Female,60, <=50K
49,10, Female,30, <=50K
26,13, Female,35, <=50K
28,9, Female,35, <=50K
54,9, Male,40, >50K
53,9, Female,40, <=50K
24,10, Male,50, <=50K
23,10, Male,30, <=50K
55,9, Female,40, <=50K
58,5, Male,40, <=50K
26,9, Male,40, <=50K
19,6, Female,20, <=50K
28,10, Female,40, <=50K
45,10, Male,52, <=50K
30,10, Male,45, >50K
76,9, Female,33, <=50K
47,9, Female,40, <=50K
34,10, Male,40, <=50K
40,10, Female,35, >50K
24,9, Female,25, <=50K
30,13, Female,50, >50K
67,10, Male,10, >50K
24,9, Female,40, <=50K
43,10, Female,40, <=50K
29,8, Male,40, <=50K
40,9, Male,40, <=50K
61,10, Male,40, <=50K
45,16, Male,45, >50K
21,10, Female,50, <=50K
58,9, Male,40, >50K
52,10, Male,40, <=50K
34,9, Male,40, <=50K
20,10, Female,20, <=50K
25,10, Male,40, <=50K
46,9, Male,40, <=50K
54,10, Female,40, <=50K
43,14, Male,40, >50K
25,5, Male,40, <=50K
21,12, Female,25, <=50K
65,10, Male,50, >50K
37,9, Male,40, <=50K
29,9, Male,40, >50K
44,13, Male,40, >50K
37,10, Male,40, >50K
38,10, Female,40, <=50K
35,10, Male,70, <=50K
32,9, Male,40, <=50K
44,10, Male,60, <=50K
39,13, Female,30, <=50K
23,10, Female,25, <=50K
25,13, Male,45, >50K
23,10, Female,28, <=50K
47,10, Male,40, <=50K
47,7, Female,45, <=50K
25,9, Male,40, <=50K
35,10, Male,45, <=50K
68,4, Male,40, <=50K
50,11, Male,40, >50K
47,9, Female,40, <=50K
35,16, Male,45, >50K
24,9, Male,40, <=50K
21,9, Male,40, <=50K
35,13, Female,40, >50K
30,13, Female,40, <=50K
17,7, Male,20, <=50K
49,9, Female,40, <=50K
27,3, Male,60, <=50K
22,9, Female,15, <=50K
22,10, Female,40, <=50K
50,9, Male,2, <=50K
51,11, Male,38, >50K
27,13, Male,30, <=50K
27,13, Female,20, <=50K
23,4, Male,35, <=50K
20,9, Female,40, <=50K
42,9, Male,48, <=50K
32,9, Male,40, >50K
45,13, Male,38, >50K
35,4, Female,80, <=50K
22,9, Male,40, <=50K
34,10, Female,38, <=50K
28,13, Female,40, <=50K
38,13, Female,24, <=50K
48,10, Male,42, >50K
22,10, Male,40, <=50K
34,14, Male,40, <=50K
25,9, Female,50, >50K
23,9, Female,40, <=50K
38,10, Male,60, >50K
43,9, Female,40, <=50K
49,9, Male,40, >50K
23,10, Male,40, <=50K
57,9, Female,40, <=50K
24,13, Male,40, <=50K
44,10, Male,58, >50K
34,12, Male,50, <=50K
29,10, Male,40, <=50K
29,7, Female,40, <=50K
35,9, Male,50, >50K
48,9, Male,40, <=50K
38,9, Male,36, <=50K
42,9, Female,50, <=50K
53,10, Female,40, <=50K
29,15, Female,55, <=50K
59,13, Male,72, <=50K
31,9, Male,40, <=50K
34,9, Male,40, <=50K
51,13, Male,50, >50K
25,9, Male,40, <=50K
28,9, Female,10, <=50K
30,9, Male,40, >50K
46,9, Female,48, <=50K
45,9, Female,40, <=50K
23,10, Female,40, <=50K
33,12, Female,42, <=50K
44,13, Female,20, >50K
25,9, Male,40, <=50K
48,10, Male,40, <=50K
23,9, Female,40, <=50K
33,11, Female,50, >50K
20,10, Female,30, <=50K
23,13, Female,40, <=50K
71,9, Female,40, <=50K
22,13, Female,40, <=50K
36,13, Male,50, >50K
27,7, Male,60, <=50K
40,9, Female,35, <=50K
30,10, Male,50, <=50K
30,11, Male,40, <=50K
30,10, Male,40, <=50K
35,13, Male,40, <=50K
39,9, Female,40, <=50K
39,9, Male,50, <=50K
74,3, Male,40, <=50K
32,10, Male,50, >50K
25,9, Male,40, <=50K
64,10, Female,40, <=50K
47,9, Male,40, >50K
37,13, Female,37, >50K
47,9, Male,40, >50K
33,9, Male,40, >50K
40,11, Female,40, >50K
22,9, Male,80, <=50K
56,9, Male,40, <=50K
37,9, Female,55, <=50K
30,10, Male,70, <=50K
20,8, Female,35, <=50K
53,14, Male,38, >50K
43,13, Male,48, >50K
23,9, Male,40, <=50K
43,9, Male,30, <=50K
30,9, Male,40, <=50K
20,10, Female,46, <=50K
22,11, Male,40, <=50K
38,13, Male,50, <=50K
54,10, Male,40, <=50K
23,9, Male,40, <=50K
46,9, Male,40, <=50K
59,6, Male,40, <=50K
28,6, Male,50, <=50K
18,8, Male,25, <=50K
41,11, Male,40, <=50K
42,11, Male,48, <=50K
58,10, Male,40, >50K
24,9, Male,50, <=50K
39,13, Male,45, >50K
28,13, Female,35, <=50K
25,14, Male,55, <=50K
29,10, Female,54, <=50K
53,3, Male,40, <=50K
63,9, Male,40, <=50K
26,11, Female,38, <=50K
21,9, Male,50, <=50K
45,10, Male,40, >50K
29,11, Female,40, <=50K
72,16, Male,40, <=50K
51,6, Male,40, <=50K
21,5, Male,40, <=50K
38,10, Female,40, <=50K
38,13, Female,40, >50K
46,14, Male,41, <=50K
31,13, Male,60, >50K
68,6, Female,90, <=50K
43,9, Male,40, <=50K
21,9, Male,40, <=50K
44,13, Male,3, <=50K
56,16, Male,40, >50K
20,9, Male,12, <=50K
36,9, Male,40, >50K
21,9, Female,25, <=50K
21,10, Female,40, >50K
52,10, Male,40, <=50K
56,16, Male,70, >50K
52,13, Female,20, >50K
51,13, Male,25, <=50K
29,9, Male,40, <=50K
36,10, Male,55, <=50K
29,9, Male,55, <=50K
21,9, Female,30, <=50K
58,2, Male,40, <=50K
37,9, Male,40, <=50K
50,10, Female,45, <=50K
30,9, Male,50, <=50K
29,9, Male,30, <=50K
48,9, Male,40, <=50K
50,4, Male,40, <=50K
39,12, Female,25, >50K
35,15, Male,55, <=50K
54,9, Male,25, >50K
24,9, Female,25, <=50K
20,9, Male,45, <=50K
30,10, Male,55, >50K
19,9, Female,30, <=50K
26,9, Male,40, <=50K
38,9, Male,99, >50K
25,10, Female,40, <=50K
33,10, Male,50, <=50K
60,13, Male,40, >50K
30,10, Male,40, <=50K
30,13, Male,40, <=50K
19,4, Female,40, <=50K
23,9, Male,40, <=50K
27,10, Male,40, >50K
20,10, Male,40, <=50K
39,12, Male,52, <=50K
33,4, Male,45, <=50K
65,9, Male,24, <=50K
34,13, Male,50, >50K
20,9, Female,25, <=50K
23,10, Male,40, <=50K
25,6, Male,40, <=50K
28,13, Female,50, >50K
31,7, Male,25, <=50K
28,13, Male,40, <=50K
37,9, Female,40, <=50K
52,10, Male,50, >50K
66,11, Female,40, <=50K
31,9, Male,40, <=50K
37,13, Male,50, >50K
45,13, Male,45, <=50K
45,12, Male,40, <=50K
44,9, Male,60, <=50K
32,13, Male,40, <=50K
35,9, Male,60, >50K
53,7, Male,40, <=50K
54,10, Male,40, >50K
43,11, Male,40, <=50K
30,10, Male,40, <=50K
49,10, Male,50, <=50K
52,16, Male,57, >50K
20,10, Female,4, <=50K
60,9, Male,40, >50K
45,12, Male,40, <=50K
48,13, Male,60, >50K
28,13, Male,60, >50K
61,15, Male,40, >50K
48,10, Male,40, <=50K
32,10, Male,45, <=50K
27,9, Male,30, <=50K
38,13, Male,35, <=50K
33,3, Male,20, <=50K
43,14, Female,50, >50K
36,9, Male,60, <=50K
38,7, Male,40, <=50K
24,9, Female,40, <=50K
22,6, Male,40, <=50K
30,13, Male,40, <=50K
55,14, Male,40, >50K
46,15, Male,55, >50K
39,9, Male,50, <=50K
50,9, Male,40, <=50K
34,11, Female,40, <=50K
47,13, Male,60, >50K
46,9, Male,40, <=50K
23,9, Male,60, <=50K
43,10, Female,72, <=50K
45,9, Male,40, <=50K
55,13, Male,40, <=50K
68,9, Male,8, <=50K
39,11, Male,40, <=50K
39,9, Female,40, <=50K
37,13, Male,40, <=50K
19,10, Male,40, <=50K
20,7, Male,20, <=50K
49,11, Female,40, <=50K
33,10, Male,40, <=50K
21,9, Male,35, <=50K
72,13, Male,3, <=50K
58,14, Male,35, >50K
43,9, Male,55, <=50K
